,omni_id,y,x,height,width,artwork_name,artist_full_name,artist_first_name,artist_last_name,date,century,source_url,image_url,collection_origins,general_type,genre,school,original_id_in_collection,palette_families,palette,pixel_counts,geocoded,media,style,dimensions,location,tag,dominant_color,dominant_color_family,description,publisher,distributable_url
22645,1030494,11869.197834649553,15752.799403427067,695.0,547.0,"armchair woman no. 1, state xi",pablo picasso,pablo,picasso,1949,20,http://www.moma.org/collection/works/74020,https://www.moma.org//media/W1siZiIsIjE3MzczNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=bfe01ed0efc2fa66,MOMA,print,Unknown,Unknown,74020,Whites Grays Blacks,"[u'#f0ebdb', u'#e8e3d1', u'#b2afa1', u'#6e6b61', u'#3e3d37', u'#373531', u'#34332f', u'#302f2b', u'#2d2b26', u'#4c4a42', u'#393833', u'#32302c']",6260 7550 7390 6820 9814 6343 9827 7773 3957 5328 9223 7779,f,lithograph,Unknown,"composition: 27 3/8 x 21 9/16"" (69.5 x 54.7 cm); sheet: 29 15/16 x 22 1/4"" (76 x 56.5 cm)",Unknown,Unknown,#34332f,Blacks,,,Unknown
22647,1030497,6826.865040939339,4821.914363565562,485.0,742.0,"mother and children (franoise, claude and paloma) (la mre et les enfants)",pablo picasso,pablo,picasso,1953,20,http://www.moma.org/collection/works/74025,https://www.moma.org//media/W1siZiIsIjE3MzczNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=55f7d91e31e5c46b,MOMA,print,Unknown,Unknown,74025,Whites Grays Blacks,"[u'#f4f1df', u'#a39f91', u'#6f6b5e', u'#2e2b21', u'#ece8d5', u'#eae4d0', u'#e7e4cf', u'#dcd8c6', u'#575448', u'#454238', u'#3c382f', u'#36342c']",5196 8562 7423 8572 8010 5948 9643 8858 6619 9708 7895 9054,f,lithograph,Unknown,"composition: 19 1/8 x 29 3/16"" (48.5 x 74.2 cm); sheet: 22 3/16 x 30 1/16"" (56.4 x 76.3 cm)",Unknown,Unknown,#454238,Grays,,,Unknown
22652,1030507,15152.198930331158,8763.066474271602,740.0,1026.0,lobsters and fish (homards et poissons),pablo picasso,pablo,picasso,1949,20,http://www.moma.org/collection/works/74050,https://www.moma.org//media/W1siZiIsIjE2MTMwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=4ee2a44f8e32536e,MOMA,print,Unknown,Unknown,74050,Whites Grays Blacks,"[u'#ddd1c7', u'#8f7d77', u'#776762', u'#5f4f4b', u'#3e2f2d', u'#fcf8ec', u'#f9f2e6', u'#f4ece0', u'#ac9a93', u'#4e3e3b', u'#443432', u'#362624']",6779 6963 5390 5352 9151 5811 8251 12698 10251 5498 6342 7370,f,lithograph,Unknown,"composition: 29 1/8 x 40 3/8"" (74 x 102.6 cm); sheet: 31 1/8 x 43 1/8"" (79 x 109.5 cm)",Unknown,Unknown,#f4ece0,Whites,,,Unknown
23165,1031184,3657.4098305656053,9999.999999998505,516.0,668.0,the hen (la poule),pablo picasso,pablo,picasso,1952,20,http://www.moma.org/collection/works/75624,https://www.moma.org//media/W1siZiIsIjE3NDQ5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=4041cf0801ecd7f2,MOMA,print,Unknown,Unknown,75624,Whites Grays Blacks,"[u'#eae3d3', u'#e6e3d2', u'#e4ddcc', u'#e2dfce', u'#8a877a', u'#f2ecdc', u'#ece6d6', u'#e7e0d0', u'#dcd8c7', u'#545246', u'#424035', u'#302e25']",7089 3664 12005 6356 7254 5351 8211 8309 6547 7213 6779 9030,f,drypoint,Unknown,"plate: 20 5/16 x 26 5/16"" (51.6 x 66.8 cm); sheet: 22 1/16 x 30 1/8"" (56 x 76.5 cm)",Unknown,Unknown,#e4ddcc,Whites,,,Unknown
24195,1032373,11828.861903380066,6410.656415308625,1623.0,1302.0,girl before a mirror,pablo picasso,pablo,picasso,1932,20,http://www.moma.org/collection/works/78311,https://www.moma.org//media/W1siZiIsIjIwMzk0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=525b81ae3b247a7d,MOMA,painting,Unknown,Unknown,78311,Whites Grays Reds Blacks,"[u'#ccc9b5', u'#bbb3a9', u'#432f2c', u'#dbdcce', u'#9d6a4b', u'#9d907b', u'#8a4a38', u'#626e6c', u'#49484c', u'#282c2b', u'#242423', u'#1c1818']",4967 7716 6082 6917 4559 6071 5981 8369 7644 6558 8905 7639,f,oil on canvas,Unknown,"64 x 51 1/4"" (162.3 x 130.2 cm)",Unknown,Unknown,#242423,Blacks,,,Unknown
24239,1032447,4734.391983549985,8735.839361606912,927.0,730.0,pierrot,pablo picasso,pablo,picasso,1918,20,http://www.moma.org/collection/works/78427,https://www.moma.org//media/W1siZiIsIjE1MTAxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=b47ef76ec09abeae,MOMA,painting,Unknown,Unknown,78427,Whites Grays Yellows Reds Blacks,"[u'#e1d5b9', u'#94876c', u'#583725', u'#505350', u'#2b2d2b', u'#252320', u'#c1b495', u'#825a40', u'#605a4d', u'#474640', u'#3d3832', u'#35342f']",5213 7644 5041 5044 9283 11289 6759 4854 7116 6427 7086 8468,f,oil on canvas,Unknown,"36 1/2 x 28 3/4"" (92.7 x 73 cm)",Unknown,Unknown,#252320,Blacks,,,Unknown
24241,1032449,10000.0,10000.5,2058.0,3454.0,night fishing at antibes,pablo picasso,pablo,picasso,1939,20,http://www.moma.org/collection/works/78433,https://www.moma.org//media/W1siZiIsIjE1MTAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=f5d644e0ff865e69,MOMA,painting,Unknown,Unknown,78433,Grays Blacks,"[u'#7f7f7d', u'#7c9580', u'#656167', u'#587d6f', u'#4f3d42', u'#49595e', u'#302f33', u'#aca69a', u'#504850', u'#3f3e44', u'#373c45', u'#36363b']",7232 6661 11945 8633 4353 10303 11425 7170 11069 12209 6495 12585,f,oil on canvas,Unknown,"6' 9"" x 11' 4"" (205.8 x 345.4 cm)",Unknown,Unknown,#36363b,Grays,,,Unknown
24308,1032542,13895.853745492212,8014.96336916377,1620.0,1300.0,woman by a window,pablo picasso,pablo,picasso,1956,20,http://www.moma.org/collection/works/78569,https://www.moma.org//media/W1siZiIsIjE1MTI1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=e2d611fd0b59f421,MOMA,painting,Unknown,Unknown,78569,Grays Blacks,"[u'#cbcbc6', u'#a0a39d', u'#637562', u'#63615b', u'#47433e', u'#1f2329', u'#181921', u'#7c7e7e', u'#465a42', u'#3f3834', u'#2f3232', u'#282629']",6431 3261 5710 5841 7775 7055 8042 7908 9082 6125 8431 6259,f,oil on canvas,Unknown,"63 3/4 x 51 1/4"" (162 x 130 cm)",Unknown,Unknown,#465a42,Grays,,,Unknown
24326,1032582,9999.999999999894,12843.641351498762,2007.0,2229.0,three musicians,pablo picasso,pablo,picasso,1921,20,http://www.moma.org/collection/works/78630,https://www.moma.org//media/W1siZiIsIjQzMDY2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=aef88bb99e7d2597,MOMA,painting,Unknown,Unknown,78630,Reds Grays Yellows Blacks Cyans,"[u'#cabf9e', u'#a08d74', u'#764d3b', u'#382721', u'#263540', u'#252321', u'#693c2f', u'#5d4c41', u'#43302a', u'#412822', u'#30241f', u'#211a16']",5705 3142 4316 8281 6427 8277 6359 4325 5566 4218 8734 7098,f,oil on canvas,Unknown,"6' 7"" x 7' 3 3/4"" (200.7 x 222.9 cm)",Unknown,Unknown,#30241f,Blacks,,,Unknown
24358,1032630,9999.999999999876,14492.977494633404,1835.0,1051.0,harlequin,pablo picasso,pablo,picasso,1915,20,http://www.moma.org/collection/works/78696,https://www.moma.org//media/W1siZiIsIjE1MTQ4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=ac59b7b2e9cbd282,MOMA,painting,Unknown,Unknown,78696,Reds Grays Yellows Blacks,"[u'#d7c596', u'#8b3f2d', u'#524349', u'#44292a', u'#251f29', u'#201b26', u'#1c1921', u'#1a171f', u'#19151c', u'#b09875', u'#906a4e', u'#4a4e5c']",10563 19158 4946 2571 13165 11033 8529 9028 11817 2275 9293 13334,f,oil on canvas,Unknown,"6' 1/4"" x 41 3/8"" (183.5 x 105.1 cm)",Unknown,Unknown,#8b3f2d,Reds,,,Unknown
24370,1032648,8184.330938894033,6436.548826152324,1632.0,1295.0,seated bather,pablo picasso,pablo,picasso,1930,20,http://www.moma.org/collection/works/78721,https://www.moma.org//media/W1siZiIsIjE1MTUxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=395286c897b8d374,MOMA,painting,Unknown,Unknown,78721,Grays Yellows,"[u'#c5b99c', u'#b9a98a', u'#b8ad96', u'#b09971', u'#aaa794', u'#9d937b', u'#7d7764', u'#718583', u'#d3caad', u'#b9b29e', u'#968668', u'#7b9492']",3726 10217 9803 6002 4058 4709 8054 5621 6689 5838 7695 9508,f,oil on canvas,Unknown,"64 1/4 x 51"" (163.2 x 129.5 cm)",Unknown,Unknown,#b9a98a,Yellows,,,Unknown
24388,1032670,13967.014976614668,13967.014976615552,597.0,794.0,green still life,pablo picasso,pablo,picasso,1914,20,http://www.moma.org/collection/works/78748,https://www.moma.org//media/W1siZiIsIjE1MTUyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=d0932810ba248f7e,MOMA,painting,Unknown,Unknown,78748,Grays Blacks Greens,"[u'#5a8155', u'#58774f', u'#3f693c', u'#385934', u'#2b331e', u'#9dae88', u'#566c48', u'#545638', u'#486c43', u'#477645', u'#415837', u'#406c41']",6729 4140 11388 9474 10668 4264 4993 5240 9312 8945 7827 6364,f,oil on canvas,Unknown,"23 1/2 x 31 1/4"" (59.7 x 79.4 cm)",Unknown,Unknown,#3f693c,Greens,,,Unknown
24390,1032674,10000.000000000318,7022.840960723672,1998.0,2501.0,the charnel house,pablo picasso,pablo,picasso,1944,20,http://www.moma.org/collection/works/78752,https://www.moma.org//media/W1siZiIsIjMzNjU4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=0b637a0773cf435f,MOMA,painting,Unknown,Unknown,78752,Whites Grays,"[u'#dcdbd5', u'#d5d3cd', u'#c9c7c2', u'#808387', u'#5e6164', u'#505154', u'#e1e0db', u'#d9d8d2', u'#d6d6d0', u'#d1d0ca', u'#a5a6a5', u'#6d7075']",6479 6017 7384 10085 5534 9547 4447 6155 4550 7346 8442 6190,f,oil on canvas,Unknown,"6' 6 5/8"" x 8' 2 1/2"" (199.8 x 250.1 cm)",Unknown,Unknown,#808387,Grays,,,Unknown
24427,1032743,5228.2061573605015,9999.9999999994,979.0,1311.0,studio with plaster head,pablo picasso,pablo,picasso,1925,20,http://www.moma.org/collection/works/78860,https://www.moma.org//media/W1siZiIsIjE1MDk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=1b3fb92258d79c7f,MOMA,painting,Unknown,Unknown,78860,Reds Grays Yellows Blacks,"[u'#decfa0', u'#a59370', u'#9a815f', u'#5a5545', u'#1c1917', u'#cfba84', u'#baa471', u'#7e7865', u'#613226', u'#7e522d', u'#2d323d', u'#272627']",6047 9006 4493 4906 9718 6971 8756 7015 6235 10619 6754 7800,f,oil on canvas,Unknown,"38 5/8 x 51 5/8"" (97.9 x 131.1 cm)",Unknown,Unknown,#7e522d,Reds,,,Unknown
24477,1032828,12570.513577146274,4955.083048949393,816.0,654.0,still life with liqueur bottle,pablo picasso,pablo,picasso,1909,20,http://www.moma.org/collection/works/78986,https://www.moma.org//media/W1siZiIsIjE1MTAzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=965c6bbab8334adf,MOMA,painting,Unknown,Unknown,78986,Grays Blacks,"[u'#88877d', u'#86735b', u'#636b68', u'#373539', u'#2a2b32', u'#bdbcbd', u'#9c9c98', u'#757268', u'#6e5847', u'#5b5653', u'#493c3a', u'#485051']",9115 5358 8436 6887 8454 4574 6561 6737 5868 6629 5080 8221,f,oil on canvas,Unknown,"32 1/8 x 25 3/4"" (81.6 x 65.4 cm)",Unknown,Unknown,#88877d,Grays,,,Unknown
24505,1032875,11314.58121740038,4524.375157403619,1000.0,645.0,"""ma jolie""",pablo picasso,pablo,picasso,1911,20,http://www.moma.org/collection/works/79051,https://www.moma.org//media/W1siZiIsIjI5ODcxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=1f73dca2629bc5e5,MOMA,painting,Unknown,Unknown,79051,Grays Blacks,"[u'#60594d', u'#514d45', u'#4b473d', u'#484137', u'#363531', u'#8f8674', u'#797061', u'#6b6456', u'#5b5244', u'#403e38', u'#3c3830', u'#2e2c27']",10053 9783 10595 6884 9290 5571 9329 9868 6616 10660 8285 10074,f,oil on canvas,Unknown,"39 3/8 x 25 3/4"" (100 x 64.5 cm)",Unknown,Unknown,#403e38,Grays,,,Unknown
24506,1032876,13066.543022155942,14220.734374041647,1080.0,895.0,card player,pablo picasso,pablo,picasso,1913,20,http://www.moma.org/collection/works/79052,https://www.moma.org//media/W1siZiIsIjIzNjM1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=16c04ae149e602f3,MOMA,painting,Unknown,Unknown,79052,Grays Yellows Blacks,"[u'#a89f8a', u'#9f8b62', u'#766954', u'#584b39', u'#333736', u'#31251e', u'#2b2723', u'#26211e', u'#1b1917', u'#9d804f', u'#272825', u'#21221f']",5452 4660 5726 3604 8259 5116 3682 3927 8880 9675 11253 8358,f,oil on canvas,Unknown,"42 1/2 x 35 1/4"" (108 x 89.5 cm)",Unknown,Unknown,#272825,Blacks,,,Unknown
24549,1032944,8218.6779318657,12451.779489116143,1499.0,2312.0,the studio,pablo picasso,pablo,picasso,1927,20,http://www.moma.org/collection/works/79164,https://www.moma.org//media/W1siZiIsIjE1MTEwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=36a023359e48e327,MOMA,painting,Unknown,Unknown,79164,Reds Grays Yellows Blacks,"[u'#e0d9b1', u'#dbbf49', u'#bca163', u'#b4b1b2', u'#1b1b1d', u'#e0d27c', u'#decc64', u'#c6c0ae', u'#837c6f', u'#83342b', u'#69544e', u'#4d4e4e']",9280 15842 2497 14801 13033 589 7882 8229 2832 10061 4938 11136,f,oil on canvas,Unknown,"59"" x 7' 7"" (149.9 x 231.2 cm)",Unknown,Unknown,#dbbf49,Yellows,,,Unknown
24633,1033060,12560.886367917523,15026.022489084451,743.0,610.0,fruit dish,pablo picasso,pablo,picasso,1908,20,http://www.moma.org/collection/works/79322,https://www.moma.org//media/W1siZiIsIjE1MTE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=f553afa5a4d1d6f2,MOMA,painting,Unknown,Unknown,79322,Reds Grays Blacks,"[u'#888977', u'#676561', u'#554b44', u'#4d413c', u'#4a494b', u'#473b34', u'#34393d', u'#333336', u'#2c2b2f', u'#634c3b', u'#605a54', u'#3d3837']",3490 7968 3455 7920 10031 4529 5784 7218 7759 6908 7477 7845,f,oil on canvas,Unknown,"29 1/4 x 24"" (74.3 x 61 cm)",Unknown,Unknown,#4a494b,Grays,,,Unknown
24704,1033186,13767.791281047925,11919.78554607735,1619.0,1302.0,at work,pablo picasso,pablo,picasso,1971,20,http://www.moma.org/collection/works/79503,https://www.moma.org//media/W1siZiIsIjE1MTI4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=272834f04c8910f7,MOMA,painting,Unknown,Unknown,79503,Grays Blues Blacks,"[u'#9ea5ac', u'#756972', u'#747b8b', u'#646570', u'#63515e', u'#4c637f', u'#292528', u'#192335', u'#858c98', u'#4b4e57', u'#333035', u'#324663']",4531 4878 8127 7476 5306 8681 10242 3731 7315 8629 6387 6617,f,oil on canvas,Unknown,"63 3/4 x 51 1/4"" (161.9 x 130.2 cm)",Unknown,Unknown,#292528,Blacks,,,Unknown
24705,1033188,8398.259085933876,14929.651642040442,1216.0,863.0,maya in a sailor suit,pablo picasso,pablo,picasso,1938,20,http://www.moma.org/collection/works/79507,https://www.moma.org//media/W1siZiIsIjE1MTI4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=c4bebcbf55437d80,MOMA,painting,Unknown,Unknown,79507,Grays Yellows Blacks Cyans,"[u'#ced5b7', u'#a8c3c2', u'#768b61', u'#1a2f47', u'#e1d6ac', u'#9fb4ae', u'#9a885a', u'#8cb0b6', u'#80a6b6', u'#547253', u'#4e4040', u'#2b3a48']",2606 11762 5570 9363 10172 2292 4555 8915 13778 8881 5172 9606,f,oil on canvas,Unknown,"47 7/8 x 34"" (121.6 x 86.3 cm)",Unknown,Unknown,#80a6b6,Cyans,,,Unknown
24759,1033289,14692.580672570002,7124.382865440079,1155.0,475.0,woman with a guitar,pablo picasso,pablo,picasso,1914,20,http://www.moma.org/collection/works/79646,https://www.moma.org//media/W1siZiIsIjE1MTMyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=68ff828868eb3717,MOMA,painting,Unknown,Unknown,79646,Grays Blacks,"[u'#afad95', u'#97957f', u'#7e7d69', u'#565552', u'#323334', u'#302b29', u'#c8c6ac', u'#bebaa1', u'#616059', u'#574e47', u'#41403e', u'#3e3229']",15080 11611 10042 19982 14070 13783 8977 15504 14582 10095 8762 17512,f,oil on canvas,Unknown,"45 1/2 x 18 5/8"" (115.5 x 47.5 cm)",Unknown,Unknown,#565552,Grays,,,Unknown
24770,1033305,12072.378129244122,12426.443033446734,1753.0,2500.0,the kitchen,pablo picasso,pablo,picasso,1948,20,http://www.moma.org/collection/works/79668,https://www.moma.org//media/W1siZiIsIjU4Njk3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMjAwMHgyMDAwXHUwMDNlIl1d.jpg?sha=422646cc045a3fec,MOMA,painting,Unknown,Unknown,79668,Whites Grays Yellows,"[u'#ddd7c2', u'#b2afa2', u'#9e998d', u'#ebe6d2', u'#e4dec9', u'#dbcca4', u'#d8d0bc', u'#cecab8', u'#c9c2ac', u'#c3baa3', u'#827e73', u'#423e33']",8864 8494 7193 5931 8532 7809 8158 8793 7254 6301 6287 10336,f,oil on canvas,Unknown,"69"" x 8' 2 1/2"" (175.3 x 250 cm)",Unknown,Unknown,#423e33,Grays,,,Unknown
24797,1033346,15038.939208558128,12087.19696015881,921.0,730.0,vase of flowers,pablo picasso,pablo,picasso,1908,20,http://www.moma.org/collection/works/79731,https://www.moma.org//media/W1siZiIsIjE2MjA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=565eeaadfcabf114,MOMA,painting,Unknown,Unknown,79731,Reds Grays Yellows Blacks,"[u'#cbb579', u'#bb9d51', u'#443f3a', u'#28292b', u'#201d1f', u'#a98c4d', u'#8f7856', u'#846646', u'#625a4f', u'#5e4236', u'#452e26', u'#140e11']",5901 6617 6920 6567 7534 7441 7748 5140 8050 7439 5908 8703,f,oil on canvas,Unknown,"36 1/4 x 28 3/4"" (92.1 x 73 cm)",Unknown,Unknown,#140e11,Blacks,,,Unknown
24814,1033369,12059.352115043574,7940.647884956851,2039.0,1740.0,three women at the spring,pablo picasso,pablo,picasso,1921,20,http://www.moma.org/collection/works/79762,https://www.moma.org//media/W1siZiIsIjE1MTI2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=239a0d94e0bf17a0,MOMA,painting,Unknown,Unknown,79762,Grays Yellows Blacks,"[u'#816b53', u'#6a5133', u'#563f28', u'#534b38', u'#4b3d2a', u'#2c2921', u'#917c66', u'#715e43', u'#5e4e33', u'#413a2b', u'#3e3224', u'#392c1e']",6537 5685 5957 7845 7073 8013 4423 7202 5717 6124 7338 4886,f,oil on canvas,Unknown,"6' 8 1/4"" x 68 1/2"" (203.9 x 174 cm)",Unknown,Unknown,#2c2921,Blacks,,,Unknown
24817,1033373,12250.665738133688,10000.000000000171,2439.0,2337.0,les demoiselles d'avignon,pablo picasso,pablo,picasso,1907,20,http://www.moma.org/collection/works/79766,https://www.moma.org//media/W1siZiIsIjQzODQ1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=492d6e82f53dffcd,MOMA,painting,Unknown,Unknown,79766,Reds Grays,"[u'#ccbfaf', u'#c7a598', u'#c08f82', u'#b97f7a', u'#a37d74', u'#9e675a', u'#a39d94', u'#c4988b', u'#abaaa3', u'#9c8e86', u'#714a42', u'#6b6a66']",4261 4283 5328 7215 5104 6812 4205 5613 4348 4362 10046 6263,f,oil on canvas,Unknown,"8' x 7' 8"" (243.9 x 233.7 cm)",Unknown,Unknown,#714a42,Reds,,,Unknown
24883,1033464,13414.43141118168,6585.568588818354,1299.0,968.0,seated woman,pablo picasso,pablo,picasso,1927,20,http://www.moma.org/collection/works/79895,https://www.moma.org//media/W1siZiIsIjE1OTEzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=963fda8c186bb7c8,MOMA,painting,Unknown,Unknown,79895,Reds Grays Yellows Blacks,"[u'#833321', u'#424141', u'#2c2725', u'#d2be96', u'#c7aa78', u'#bca074', u'#b48a5f', u'#af7c48', u'#955030', u'#80725e', u'#635444', u'#1e1c1c']",10462 4853 6987 4349 8857 11059 4689 6435 8652 7206 4300 10727,f,oil on wood,Unknown,"51 1/8 x 38 1/4"" (129.9 x 96.8 cm)",Unknown,Unknown,#bca074,Yellows,,,Unknown
24917,1033516,7782.370180284775,7782.370180284719,2206.0,1312.0,boy leading a horse,pablo picasso,pablo,picasso,1905,20,http://www.moma.org/collection/works/79994,https://www.moma.org//media/W1siZiIsIjI0NjM5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=5708b4e05d1c2d07,MOMA,painting,Unknown,Unknown,79994,Grays,"[u'#928980', u'#917962', u'#7f6953', u'#7e7974', u'#7c6f61', u'#6e6154', u'#9d9288', u'#8d8278', u'#8b7058', u'#79624c', u'#665849', u'#53483d']",10403 9938 9016 8957 5972 9145 6458 7552 8100 10581 14396 10330,f,oil on canvas,Unknown,"7' 2 7/8"" x 51 5/8"" (220.6 x 131.2 cm)",Unknown,Unknown,#665849,Grays,,,Unknown
24919,1033518,5413.910360572857,13331.989160288482,812.0,654.0,repose,pablo picasso,pablo,picasso,1908,20,http://www.moma.org/collection/works/79996,https://www.moma.org//media/W1siZiIsIjI3NjQ4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=be98cb0d88e167ce,MOMA,painting,Unknown,Unknown,79996,Reds Grays Yellows Blacks,"[u'#745940', u'#3d3534', u'#3b2f2f', u'#2e272a', u'#958259', u'#86724c', u'#7d6a48', u'#766244', u'#5d5240', u'#4a4039', u'#453834', u'#342e30']",5095 7618 7107 6687 4458 6673 8959 7206 7255 7158 7006 6186,f,oil on canvas,Unknown,"32 x 25 3/4"" (81.2 x 65.4 cm)",Unknown,Unknown,#7d6a48,Yellows,,,Unknown
24967,1033592,11761.841988857912,14253.462824260807,1513.0,930.0,two nudes,pablo picasso,pablo,picasso,1906,20,http://www.moma.org/collection/works/80111,https://www.moma.org//media/W1siZiIsIjE1MTQxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=ca96b628d3c4a1b2,MOMA,painting,Unknown,Unknown,80111,Reds Yellows,"[u'#b39158', u'#9d7947', u'#93592d', u'#874d28', u'#805932', u'#ac844d', u'#a87c48', u'#9c703f', u'#9a6634', u'#88663c', u'#6b502f', u'#583e26']",6134 7299 9257 9855 10808 8419 6994 7503 7344 8763 12663 11969,f,oil on canvas,Unknown,"59 5/8 x 36 5/8"" (151.3 x 93 cm)",Unknown,Unknown,#6b502f,Yellows,,,Unknown
24991,1033622,10962.036749776891,3925.939013915028,654.0,536.0,"glass, guitar, and bottle",pablo picasso,pablo,picasso,1913,20,http://www.moma.org/collection/works/80162,https://www.moma.org//media/W1siZiIsIjIwMDUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=9280637673996e3a,MOMA,painting,Unknown,Unknown,80162,Whites Grays Blacks,"[u'#dbd9c7', u'#ccc9b8', u'#9e998a', u'#7b735f', u'#24231f', u'#d6d4c2', u'#928870', u'#5f5846', u'#4f4e45', u'#403a2e', u'#2f281f', u'#1d1c19']",5019 5728 6061 6941 5828 8747 6880 5718 6109 7860 6802 8691,f,oil on canvas,Unknown,"25 3/4 x 21 1/8"" (65.4 x 53.6 cm)",Unknown,Unknown,#d6d4c2,Grays,,,Unknown
24992,1033624,14119.913367019617,10000.000000000111,1298.0,1630.0,painter and model,pablo picasso,pablo,picasso,1928,20,http://www.moma.org/collection/works/80166,https://www.moma.org//media/W1siZiIsIjE1MTQzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=cdc48be7a1aef3eb,MOMA,painting,Unknown,Unknown,80166,Whites Grays Yellows Blacks,"[u'#dbd7d2', u'#d5d1ca', u'#cbc7c0', u'#605d58', u'#252325', u'#1e1d21', u'#e1ded9', u'#ccb857', u'#a69668', u'#624a47', u'#393c48', u'#2f2826']",7727 7795 8429 7449 6984 8273 5608 5667 5400 5275 6530 7295,f,oil on canvas,Unknown,"51 1/8 x 64 1/4"" (129.8 x 163 cm)",Unknown,Unknown,#cbc7c0,Grays,,,Unknown
