,omni_id,y,x,height,width,artwork_name,artist_full_name,artist_first_name,artist_last_name,date,century,source_url,image_url,collection_origins,general_type,genre,school,original_id_in_collection,palette_families,palette,pixel_counts,geocoded,media,style,dimensions,location,tag,dominant_color,dominant_color_family,description,publisher,distributable_url
19671,1024842,4515.611859490579,12794.435332494222,918.0,916.0,untitled from flowers,andy warhol,andy,warhol,1970,20,http://www.moma.org/collection/works/64288,https://www.moma.org//media/W1siZiIsIjEyOTM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=0e406489a1d6683a,MOMA,print,Unknown,Unknown,64288,Reds Grays Yellows Greens,"[u'#fcab2b', u'#c48792', u'#a8512e', u'#a48d85', u'#7e8f72', u'#789768', u'#739b59', u'#6b9d4b', u'#fea828', u'#fea626', u'#a3562f', u'#a0a255']",5129 5911 5513 2935 7396 5439 7289 9065 5751 6644 2938 1526,f,print,Unknown,"composition and sheet: 36 1/8 x 36 1/16"" (91.8 x 91.6cm)",Unknown,Unknown,#6b9d4b,Greens,,,Unknown
20110,1025752,11364.378964581954,14199.126677761127,609.0,761.0,"jacqueline kennedy ii from 11 pop artists, volume ii",andy warhol,andy,warhol,1965,20,http://www.moma.org/collection/works/65785,https://www.moma.org//media/W1siZiIsIjcwNjE0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMjAwMHgyMDAwXHUwMDNlIl1d.jpg?sha=69e1db63b0355a94,MOMA,print,Unknown,Unknown,65785,Grays Blacks,"[u'#bfa7ab', u'#bda3a8', u'#baa5a8', u'#b8a3a6', u'#b29d9f', u'#756767', u'#4c4341', u'#37312e', u'#c9b8b9', u'#bba2a6', u'#baa0a5', u'#bfa5aa']",9156 8218 6188 4492 5391 5820 12447 9151 2331 6397 4941 7132,f,print,Unknown,"composition: 24 x 29 15/16"" (60.9 x 76.1cm); sheet: 24 x 30"" (60.9 x 76.2 cm)",Unknown,Unknown,#4c4341,Grays,,,Unknown
20117,1025760,15860.702965273322,14258.04994828202,1015.0,761.0,"jacqueline kennedy iii from 11 pop artists, volume iii",andy warhol,andy,warhol,1965,20,http://www.moma.org/collection/works/65797,https://www.moma.org//media/W1siZiIsIjIwODY1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=f501a2f7308391b7,MOMA,print,Unknown,Unknown,65797,Grays Blacks,"[u'#969fb1', u'#7f899e', u'#7a8399', u'#2d2d38', u'#2a2933', u'#26272f', u'#25232c', u'#22232a', u'#201f28', u'#737a90', u'#5d6272', u'#3c3e4a']",2735 11086 8083 9372 7407 7419 8888 7350 5270 6349 5078 7747,f,print,Unknown,"composition and sheet: 39 15/16 x 29 15/16"" (101.5 x 76.1cm)",Unknown,Unknown,#7f899e,Grays,,,Unknown
20264,1026001,5596.531732566435,16060.854110657929,657.0,965.0,"leonardo da vinci, the annunciation 1473 from the series details of renaissance paintings",andy warhol,andy,warhol,1984,20,http://www.moma.org/collection/works/66286,https://www.moma.org//media/W1siZiIsIjI1MzczMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=059a1223314b1e70,MOMA,print,Unknown,Unknown,66286,Whites Grays Yellows Blacks Greens,"[u'#f5f5eb', u'#f3eddd', u'#c1bf93', u'#b59b77', u'#687b59', u'#3f5335', u'#f8f6ea', u'#f7f2ec', u'#efe0c0', u'#f7f4eb', u'#225432', u'#203e33']",5326 3863 4489 7732 7267 6262 9812 2113 13600 10614 5926 12340,f,print,Unknown,"composition (irreg.): 25 7/8 x 38"" (65.7 x 96.5 cm); sheet: 31 7/8 x 44 1/8"" (81 x 112 cm)",Unknown,Unknown,#efe0c0,Whites,,,Unknown
20270,1026011,15313.763867244652,4686.236132755924,655.0,945.0,"paolo uccello, st. george and the dragon 1460 from the series details of renaissance paintings",andy warhol,andy,warhol,1984,20,http://www.moma.org/collection/works/66306,https://www.moma.org//media/W1siZiIsIjI1MzczMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=9a058962c7e3aaba,MOMA,print,Unknown,Unknown,66306,Whites Grays Yellows Reds Cyans,"[u'#bdb790', u'#3d535b', u'#374f5a', u'#36515a', u'#f6f4ea', u'#f5f4ef', u'#f3f6f0', u'#e5e6cc', u'#f6f6ef', u'#a67866', u'#6d4659', u'#354c56']",9155 7734 18915 4971 13332 10151 2182 4155 5661 8861 1711 2772,f,print,Unknown,"composition (irreg.): 25 13/16 x 37 3/16"" (65.5 x 94.5 cm); sheet: 31 7/8 x 44 1/8"" (81 x 112.1 cm)",Unknown,Unknown,#374f5a,Grays,,,Unknown
21080,1027390,9999.999999999238,15404.039364174445,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68649,https://www.moma.org//media/W1siZiIsIjI3OTU2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=5ee4f77d9651b8d6,MOMA,print,Unknown,Unknown,68649,Grays Yellows,"[u'#f0e766', u'#ede78d', u'#ebe15f', u'#bcb776', u'#a29f7d', u'#8b8b85', u'#f7ee5c', u'#f2e85d', u'#e8de67', u'#e4de8e', u'#d9d063', u'#d5ce75']",9881 1287 6151 9281 10607 10959 5404 8021 10612 3896 6406 5559,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#8b8b85,Grays,,,Unknown
21081,1027391,11274.244754194546,4692.388618320711,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68651,https://www.moma.org//media/W1siZiIsIjI3OTU2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=bba09eb8bfb814da,MOMA,print,Unknown,Unknown,68651,Grays Yellows,"[u'#facd80', u'#e9d19f', u'#fad081', u'#f9ca7f', u'#f7c87f', u'#f2ca85', u'#f1d293', u'#edc486', u'#ecc888', u'#d9d0ac', u'#ccc2a0', u'#9bbac0']",7582 3164 4774 8385 11773 9027 2354 3960 11998 4719 9484 10588,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#ecc888,Yellows,,,Unknown
21082,1027392,14995.4024112757,12069.163428263088,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68652,https://www.moma.org//media/W1siZiIsIjI3OTU3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=8e73f3c57302d242,MOMA,print,Unknown,Unknown,68652,Grays Magentas,"[u'#da8fc6', u'#d893c7', u'#c78fb9', u'#ba95b2', u'#af9fae', u'#d98cc4', u'#d58cc3', u'#d18ec1', u'#d094c1', u'#cbc0ca', u'#c29ab9', u'#a69aa6']",7533 9359 6712 6329 8976 6842 9669 6977 7261 3843 5394 9169,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#d58cc3,Magentas,,,Unknown
21083,1027393,14997.21644449663,7930.085174576588,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68653,https://www.moma.org//media/W1siZiIsIjI3OTU3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=dd8335bbc09a62de,MOMA,print,Unknown,Unknown,68653,Grays Magentas,"[u'#7a4967', u'#774566', u'#714166', u'#653b67', u'#5e3767', u'#b194a4', u'#6d446a', u'#6c4069', u'#6a3e68', u'#66406c', u'#633e6b', u'#5f3a68']",9438 6577 8137 5699 8374 3833 4227 4371 5015 10797 11263 10333,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#633e6b,Magentas,,,Unknown
21084,1027394,5608.767236035592,12690.95089866304,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68654,https://www.moma.org//media/W1siZiIsIjI3OTU3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=30733169e8bd57ec,MOMA,print,Unknown,Unknown,68654,Grays Yellows Cyans,"[u'#a7c9be', u'#9ac9d9', u'#93c1d6', u'#9ec8cb', u'#ced8bb', u'#ccc877', u'#c3ca89', u'#b9c899', u'#b4c4a4', u'#a4cad1', u'#9ec4ca', u'#96c4d6']",9403 7145 9685 4677 3724 9751 6334 4503 5752 9826 8512 8752,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#a4cad1,Cyans,,,Unknown
21085,1027395,6392.295204571113,5775.920405608221,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68655,https://www.moma.org//media/W1siZiIsIjI3OTU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=9bc89d977837d43a,MOMA,print,Unknown,Unknown,68655,Whites Grays,"[u'#d0cbcd', u'#a1979e', u'#947985', u'#8b737d', u'#805f6b', u'#775961', u'#6d4d55', u'#9d8a94', u'#856873', u'#7c5c66', u'#75545e', u'#705259']",3796 10347 7444 6226 7342 7328 6998 7462 8350 7282 8217 7528,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#a1979e,Grays,,,Unknown
21086,1027396,7045.7971228297,14820.820949231591,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68656,https://www.moma.org//media/W1siZiIsIjI3OTU3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=38fa3608d5b679b5,MOMA,print,Unknown,Unknown,68656,Grays Blues,"[u'#545162', u'#524f61', u'#4c5368', u'#485167', u'#464d64', u'#394b66', u'#898e9a', u'#505064', u'#4c5267', u'#4b546a', u'#3d506b', u'#394e69']",14058 7724 4044 4938 4823 6909 4260 11564 2721 4862 12434 9471,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#545162,Grays,,,Unknown
21087,1027397,4699.110211490158,11722.36349984614,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68657,https://www.moma.org//media/W1siZiIsIjI3OTU3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=6d9132e8aea8608b,MOMA,print,Unknown,Unknown,68657,Whites Grays,"[u'#d3d5d3', u'#c7c7c6', u'#c5c5c4', u'#c0c5c3', u'#bec1c0', u'#b1c5bd', u'#c3c4c3', u'#c1c2c1', u'#bfc0bf', u'#b7c0bd', u'#a4c0b4', u'#c0c3c2']",3657 12829 8003 6306 8093 5362 8300 7535 6255 8949 8395 4380,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#c7c7c6,Grays,,,Unknown
21088,1027398,7428.416732941214,4952.983664285574,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68658,https://www.moma.org//media/W1siZiIsIjI3OTU3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=8e87adea16dc93a3,MOMA,print,Unknown,Unknown,68658,Whites Reds Yellows,"[u'#e9ddc8', u'#e5c79a', u'#d7b17c', u'#d48f5d', u'#c6634d', u'#a24756', u'#e1b67f', u'#d8a26a', u'#c97a57', u'#c88c63', u'#ad6255', u'#7d384e']",4901 7856 5286 5747 7850 10982 4536 6962 9334 6912 5931 11511,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#7d384e,Reds,,,Unknown
21089,1027399,9999.999999999402,4698.062397067224,900.0,1216.0,untitled from electric chairs,andy warhol,andy,warhol,1971,20,http://www.moma.org/collection/works/68659,https://www.moma.org//media/W1siZiIsIjI3OTU3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=ea4e26b8a576e4d9,MOMA,print,Unknown,Unknown,68659,Reds Whites Yellows Magentas,"[u'#e0ad8b', u'#df97b2', u'#dd91b9', u'#db91b2', u'#d899a7', u'#d585bc', u'#e8d0b6', u'#e7b87a', u'#e6b285', u'#e0a29c', u'#da8cbc', u'#d68ab8']",5810 6120 9606 8555 6222 11511 3856 9491 4981 6381 10459 5072,f,print,Unknown,"composition and sheet: 35 7/16 x 47 7/8"" (90 x 121.6 cm)",Unknown,Unknown,#d585bc,Magentas,,,Unknown
21098,1027419,8405.05472457047,5091.263183112405,1050.0,1044.0,vote mcgovern,andy warhol,andy,warhol,1972,20,http://www.moma.org/collection/works/68705,https://www.moma.org//media/W1siZiIsIjcxNTI3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMjAwMHgyMDAwXHUwMDNlIl1d.jpg?sha=0fea8d04bb5b7ab6,MOMA,print,Unknown,Unknown,68705,Whites Grays Yellows Reds,"[u'#feaf3e', u'#fca932', u'#f3efe8', u'#f0ebdc', u'#aab38f', u'#fe9c2e', u'#f1e0cc', u'#cd925e', u'#c66271', u'#c2ccbe', u'#49403b', u'#fea131']",4774 4690 4345 7409 8360 6039 2154 1092 8651 3079 9025 5918,f,print,Unknown,"composition (irreg.): 41 5/16 x 41 1/8"" (105 x 104.4cm); sheet: 42 x 41 15/16"" (106.7 x 106.6cm)",Unknown,Unknown,#49403b,Grays,,,Unknown
21863,1029115,12773.97396655194,3303.0344282823316,1076.0,692.0,mick jagger from the portfolio mick jagger,andy warhol,andy,warhol,1975,20,http://www.moma.org/collection/works/71518,https://www.moma.org//media/W1siZiIsIjI1NTQ3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=b3c9bdbf5007487a,MOMA,print,Unknown,Unknown,71518,Whites Reds Blacks Grays,"[u'#fbf7ec', u'#f7f3e7', u'#f5f3e9', u'#eae5da', u'#c29587', u'#c19b8b', u'#8a7b5f', u'#36312f', u'#f7f4e9', u'#b98c80', u'#f7f3e8', u'#171817']",6802 11090 1632 3570 300 12059 10194 13802 5883 13211 7679 10802,f,print,Unknown,"irreg. composition  42 3/8 x 27 1/4"" (107.6 x 69.2 cm)
sheet  43 7/8 x 28 15/16"" (111 x 73.6 cm)",Unknown,Unknown,#36312f,Blacks,,,Unknown
21870,1029127,11661.38312718939,16920.15875770885,1093.0,713.0,mick jagger from the portfolio mick jagger,andy warhol,andy,warhol,1975,20,http://www.moma.org/collection/works/71534,https://www.moma.org//media/W1siZiIsIjI1NDY2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=4b252188c1a822f5,MOMA,print,Unknown,Unknown,71534,Whites Grays Blacks,"[u'#f7f3e8', u'#dedbd3', u'#373535', u'#343333', u'#2d2d2c', u'#252525', u'#0b0f10', u'#faf6ec', u'#f6f2e7', u'#615e5a', u'#171818', u'#090c0e']",8752 8069 13928 4911 5517 6843 8810 6494 16095 4499 5275 8087,f,print,Unknown,"irreg. composition  43 x 28 1/16"" (109.3 x 71.3 cm)
sheet  43 7/8 x 28 7/8"" (111 x 73.4 cm)",Unknown,Unknown,#f6f2e7,Whites,,,Unknown
21873,1029133,13586.355807439993,5063.8047062657,960.0,965.0,the shadow,andy warhol,andy,warhol,1981,20,http://www.moma.org/collection/works/71542,https://www.moma.org//media/W1siZiIsIjI3OTM4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=60d0ecc55a5fcf06,MOMA,print,Unknown,Unknown,71542,Reds Grays,"[u'#d2c9bb', u'#795945', u'#785b46', u'#74413f', u'#725b46', u'#68393a', u'#725944', u'#775e48', u'#765a45', u'#72343b', u'#71363c', u'#59483b']",3683 5039 7940 3174 2249 2827 4572 4548 7838 5909 12544 5213,f,print,Unknown,"composition: 37 13/16 x 38"" (96 x 96.5cm); sheet: 37 13/16 x 38 1/16"" (96 x 96.6cm)",Unknown,Unknown,#71363c,Reds,,,Unknown
21879,1029148,4030.7086879738463,6342.013579352268,1013.0,812.0,the scream (after munch),andy warhol,andy,warhol,1984,20,http://www.moma.org/collection/works/71559,https://www.moma.org//media/W1siZiIsIjI1Mzg0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=cd6d12a5e506485d,MOMA,print,Unknown,Unknown,71559,Reds Whites Grays,"[u'#e7b9ad', u'#dfd7c0', u'#d8a1a4', u'#abb3b5', u'#a3a5a9', u'#a06f7a', u'#814959', u'#faece4', u'#d58489', u'#d2666e', u'#cd4651', u'#816b68']",7533 3261 6053 8708 8229 10379 8684 6279 5657 3973 8662 3478,f,print,Unknown,"composition: 39 7/8 x 31 15/16"" (101.3 x 81.2 cm); sheet: 39 3/4 x 32 1/16"" (101 x 81.5 cm)",Unknown,Unknown,#a06f7a,Grays,,,Unknown
21881,1029154,4924.691539928287,8350.93231686531,1010.0,1021.0,philip's skull (cat scan),andy warhol,andy,warhol,1983,20,http://www.moma.org/collection/works/71569,https://www.moma.org//media/W1siZiIsIjI1NDY2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=6670830ec88d23cd,MOMA,print,Unknown,Unknown,71569,Whites Grays Blues,"[u'#e0dfe5', u'#cdcfdb', u'#9fa3bb', u'#757d9b', u'#3e4f80', u'#374d84', u'#fefcf8', u'#fbf8f3', u'#f8faf6', u'#f7f4f1', u'#b7bacb', u'#334475']",3837 5146 9812 5154 4573 9220 1950 10129 1132 3565 6992 4026,f,print,Unknown,"composition and sheet: 39 3/4 x 40 3/16"" (101 x 102.1cm)",Unknown,Unknown,#fbf8f3,Whites,,,Unknown
21887,1029164,5168.114474057206,4342.588928443707,810.0,610.0,joseph beuys in memoriam,andy warhol,andy,warhol,1986,20,http://www.moma.org/collection/works/71580,https://www.moma.org//media/W1siZiIsIjI3OTM4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=010932e98d444b94,MOMA,print,Unknown,Unknown,71580,Whites Grays Blacks,"[u'#adada9', u'#868988', u'#777b7a', u'#6a7171', u'#5c5f5f', u'#504f4f', u'#3d3d3d', u'#1e1f1f', u'#d5d4cc', u'#9d9e9c', u'#969696', u'#788482']",9496 3831 4764 6629 7935 7367 5117 10281 3418 6613 8774 12559,f,print,Unknown,"composition and sheet: 31 7/8 x 24"" (81 x 61cm)",Unknown,Unknown,#788482,Grays,,,Unknown
21893,1029173,10568.791466145774,2772.8191789522853,1000.0,747.0,red lenin,andy warhol,andy,warhol,1987,20,http://www.moma.org/collection/works/71598,https://www.moma.org//media/W1siZiIsIjI1Mzg0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=287c479d5a9542cd,MOMA,print,Unknown,Unknown,71598,Whites Reds Yellows We don't know yet...,"[u'#f7f3e7', u'#e2ad51', u'#da373b', u'#d6393b', u'#d54341', u'#d4393a', u'#ce3b3e', u'#d53a3a', u'#d63a3c', u'#d53a3e', u'#a94e50', u'#6f262a']",8692 6754 2220 4248 2646 6164 4405 14197 8179 20947 4272 3804,f,print,Unknown,"composition and sheet: 39 3/8 x 29 7/16"" (100 x 74.7cm)",Unknown,Unknown,#d53a3e,Reds,,,Unknown
22131,1029628,7129.095799504254,3069.0241428910704,810.0,480.0,untitled from campbell's soup i,andy warhol,andy,warhol,1968,20,http://www.moma.org/collection/works/72314,https://www.moma.org//media/W1siZiIsIjI3NTA4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=6fa978703c966517,MOMA,print,Unknown,Unknown,72314,Whites Reds Grays,"[u'#f8f5ef', u'#f7efec', u'#f4f1eb', u'#f1efea', u'#e7d9d0', u'#ad2d44', u'#9b7f76', u'#f1ebe7', u'#f2f0ea', u'#f1f2eb', u'#b12843', u'#82303b']",7763 4523 17874 8384 6086 15293 5852 7333 7664 5143 3136 8485,f,print,Unknown,"composition: 31 7/8 x 18 7/8"" (81 x 48 cm); sheet: 35 1/8 x 23 1/8"" (89.2 x 58.7 cm)",Unknown,Unknown,#f4f1eb,Whites,,,Unknown
22132,1029629,15723.404041648435,14888.248847079572,810.0,480.0,untitled from campbell's soup i,andy warhol,andy,warhol,1968,20,http://www.moma.org/collection/works/72315,https://www.moma.org//media/W1siZiIsIjI3NjUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=9858950556aeead0,MOMA,print,Unknown,Unknown,72315,Whites Reds Grays,"[u'#f8f7f3', u'#f5efed', u'#f2f1ee', u'#f0efed', u'#b4293e', u'#96776f', u'#f1f0ee', u'#edf0ed', u'#eae2dc', u'#b22e40', u'#852e37', u'#f1f0ec']",4742 4324 7553 14111 5592 6036 11867 5443 7451 13022 8007 9388,f,print,Unknown,"composition: 31 7/8 x 18 7/8"" (81 x 48 cm); sheet: 35 1/8 x 23 1/8"" (89.2 x 58.7 cm)",Unknown,Unknown,#f0efed,Whites,,,Unknown
22133,1029630,16985.396853712267,7106.553884635341,810.0,480.0,untitled from campbell's soup i,andy warhol,andy,warhol,1968,20,http://www.moma.org/collection/works/72316,https://www.moma.org//media/W1siZiIsIjI3NjUzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=997bcb61becdb28c,MOMA,print,Unknown,Unknown,72316,Whites Reds Grays,"[u'#f7f7f3', u'#f2f1f0', u'#f0f1ec', u'#eeefed', u'#a6294a', u'#907571', u'#802d40', u'#f2f0ef', u'#f1f2ed', u'#e7e0dc', u'#a82649', u'#eef1eb']",4764 6483 10409 5667 14013 6119 8827 4479 11906 7682 3778 12897,f,print,Unknown,"composition: 31 7/8 x 18 7/8"" (81 x 48 cm); sheet: 35 1/8 x 23 1/8"" (89.2 x 58.7 cm)",Unknown,Unknown,#a6294a,Reds,,,Unknown
22572,1030364,4991.684334753875,15008.315665245827,1010.0,812.0,edward kennedy,andy warhol,andy,warhol,1980,20,http://www.moma.org/collection/works/73704,https://www.moma.org//media/W1siZiIsIjI1NDA1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=de5e8a3f4531fc73,MOMA,print,Unknown,Unknown,73704,Whites Grays,"[u'#fbf7f3', u'#faf7ef', u'#f8f7f2', u'#f6f5ef', u'#c3c1be', u'#4c4b4c', u'#3f3d3c', u'#fbfaf5', u'#f6f8f1', u'#f8f7f3', u'#3c3c3c', u'#3c3a3a']",1184 1148 15243 9779 5006 7023 13852 3392 1867 12334 7210 3114,f,print,Unknown,"composition and sheet: 39 3/4 x 31 15/16"" (101 x 81.2cm)",Unknown,Unknown,#f8f7f2,Whites,,,Unknown
23515,1031577,9459.523672694097,3132.5971301985,914.0,914.0,untitled from mao,andy warhol,andy,warhol,1972,20,http://www.moma.org/collection/works/76516,https://www.moma.org//media/W1siZiIsIjIwOTU5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=1d185304f2dfed6f,MOMA,print,Unknown,Unknown,76516,Whites Reds Blacks Greens,"[u'#edb5b3', u'#e6aba9', u'#4c7b32', u'#44712c', u'#29471c', u'#eeb6b4', u'#edb2b1', u'#ecbeb3', u'#d95629', u'#a04020', u'#161815', u'#121011']",3948 2556 1835 12301 2805 9484 6793 2759 7310 2804 6264 7189,f,print,Unknown,"composition and sheet: 36 x 36"" (91.4 x 91.4 cm)",Unknown,Unknown,#44712c,Greens,,,Unknown
23516,1031579,3633.1884743382334,7362.780316996648,914.0,914.0,untitled from mao,andy warhol,andy,warhol,1972,20,http://www.moma.org/collection/works/76520,https://www.moma.org//media/W1siZiIsIjEyMjcwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=e19c8049a12805a6,MOMA,print,Unknown,Unknown,76520,Whites Reds Yellows Blacks Grays,"[u'#f9ed57', u'#f8eb3f', u'#f1d1b5', u'#e0c196', u'#f9ed3d', u'#f1dd6f', u'#f5f0db', u'#f4e43f', u'#cc8c86', u'#c79884', u'#5d4c3e', u'#292420']",3060 8034 7585 1947 5695 1611 4496 5313 9647 2975 4857 10316,f,print,Unknown,"composition and sheet: 36 x 36"" (91.4 x 91.4 cm)",Unknown,Unknown,#292420,Blacks,,,Unknown
23730,1031829,16070.958071650115,9038.454703589214,544.0,772.0,after the party,andy warhol,andy,warhol,1979,20,http://www.moma.org/collection/works/77094,https://www.moma.org//media/W1siZiIsIjMxMDYyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=0cc9ac7659a61250,MOMA,print,Unknown,Unknown,77094,Whites Grays Yellows Blacks,"[u'#fdf7f4', u'#f7ede0', u'#f3e5d7', u'#d2c5b1', u'#9b8d7d', u'#33312d', u'#2c2b27', u'#f1e4cf', u'#efe0cf', u'#6e6a5d', u'#4a4640', u'#3a3430']",7116 4280 6687 7201 6565 7721 9638 9398 10662 6381 8288 8223,f,print,Unknown,"composition  21 7/16 x 30 3/8"" (54.4 x 77.2 cm)",Unknown,Unknown,#efe0cf,Whites,,,Unknown
24383,1032662,8798.23095991161,6301.335209832985,686.0,683.0,lita curtain star [lita hornick],andy warhol,andy,warhol,1968,20,http://www.moma.org/collection/works/78739,https://www.moma.org//media/W1siZiIsIjY5MzQ2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMjAwMHgyMDAwXHUwMDNlIl1d.jpg?sha=61bdc36ee05d69e6,MOMA,painting,Unknown,Unknown,78739,Reds Whites Grays,"[u'#eec9a4', u'#edb5c9', u'#eb9d9a', u'#e8835c', u'#cb8970', u'#ca4b3d', u'#443d4b', u'#f1e2bd', u'#cab2a8', u'#c5e0c9', u'#898076', u'#eeb1a5']",16926 17707 10454 9401 8183 13931 14596 6464 6879 11243 8640 4344,f,synthetic polymer paint and silkscreen ink on eight canvases,Unknown,"each canvas 27 x 26 7/8"" (68.6 x 68.3 cm), overall  55 1/2"" x 9' 3""  (141 x 282 cm)",Unknown,Unknown,#edb5c9,Whites,,,Unknown
